date,year,mo,meanTemp
1968/06,1968,06,-0.10681818181818183
1968/07,1968,07,-0.10272727272727274
1968/08,1968,08,-0.05836363636363637
1968/09,1968,09,-0.08627272727272726
1968/10,1968,10,-0.020272727272727276
1968/11,1968,11,-0.072
1968/12,1968,12,-0.10990909090909091
1969/01,1969,01,-0.17218181818181819
1969/02,1969,02,-0.16854545454545453
1969/03,1969,03,-0.004727272727272729
1969/04,1969,04,0.107
1969/05,1969,05,0.13163636363636363
1969/06,1969,06,0.024909090909090905
1969/07,1969,07,0.036727272727272726
1969/08,1969,08,0.054818181818181815
1969/09,1969,09,0.018818181818181817
1969/10,1969,10,0.03081818181818182
1969/11,1969,11,0.131
1969/12,1969,12,0.19472727272727272
1970/01,1970,01,0.06954545454545454
1970/02,1970,02,0.1439090909090909
1970/03,1970,03,-0.0690909090909091
1970/04,1970,04,0.05690909090909091
1970/05,1970,05,-0.03581818181818182
1970/06,1970,06,-0.014818181818181815
1970/07,1970,07,-0.050181818181818175
1970/08,1970,08,-0.09227272727272728
1970/09,1970,09,-0.039272727272727265
1970/10,1970,10,-0.07472727272727274
1970/11,1970,11,-0.04972727272727274
1970/12,1970,12,-0.16554545454545452
1971/01,1971,01,-0.10172727272727272
1971/02,1971,02,-0.28845454545454546
1971/03,1971,03,-0.2812727272727273
1971/04,1971,04,-0.23581818181818182
1971/05,1971,05,-0.21263636363636362
1971/06,1971,06,-0.23509090909090907
1971/07,1971,07,-0.129
1971/08,1971,08,-0.16636363636363635
1971/09,1971,09,-0.12218181818181817
1971/10,1971,10,-0.16427272727272724
1971/11,1971,11,-0.08481818181818182
1971/12,1971,12,-0.19809090909090912
1972/01,1972,01,-0.37900000000000006
1972/02,1972,02,-0.2901818181818182
1972/03,1972,03,-0.12936363636363638
1972/04,1972,04,-0.07572727272727273
1972/05,1972,05,-0.064
1972/06,1972,06,0.009
1972/07,1972,07,-0.016
1972/08,1972,08,0.017545454545454545
1972/09,1972,09,-0.05254545454545454
1972/10,1972,10,0.007727272727272728
1972/11,1972,11,0.003272727272727273
1972/12,1972,12,0.18936363636363637
1973/01,1973,01,0.14718181818181816
1973/02,1973,02,0.2796363636363636
1973/03,1973,03,0.22772727272727272
1973/04,1973,04,0.1622727272727273
1973/05,1973,05,0.08472727272727273
1973/06,1973,06,0.11054545454545454
1973/07,1973,07,0.026636363636363635
1973/08,1973,08,0.017636363636363638
1973/09,1973,09,-0.04200000000000001
1973/10,1973,10,-0.046727272727272735
1973/11,1973,11,-0.0980909090909091
1973/12,1973,12,-0.11290909090909093
1974/01,1974,01,-0.37190909090909086
1974/02,1974,02,-0.41054545454545455
1974/03,1974,03,-0.2290909090909091
1974/04,1974,04,-0.17890909090909093
1974/05,1974,05,-0.196
1974/06,1974,06,-0.1528181818181818
1974/07,1974,07,-0.12727272727272726
1974/08,1974,08,-0.08245454545454545
1974/09,1974,09,-0.12890909090909092
1974/10,1974,10,-0.22
1974/11,1974,11,-0.21736363636363637
1974/12,1974,12,-0.24209090909090902
1975/01,1975,01,-0.07527272727272727
1975/02,1975,02,-0.09345454545454546
1975/03,1975,03,-0.07718181818181817
1975/04,1975,04,-0.08936363636363637
1975/05,1975,05,-0.08545454545454545
1975/06,1975,06,-0.08554545454545454
1975/07,1975,07,-0.10963636363636366
1975/08,1975,08,-0.17890909090909088
1975/09,1975,09,-0.12554545454545452
1975/10,1975,10,-0.23463636363636364
1975/11,1975,11,-0.3183636363636364
1975/12,1975,12,-0.30909090909090914
1976/01,1976,01,-0.2332727272727273
1976/02,1976,02,-0.32954545454545453
1976/03,1976,03,-0.4452727272727273
1976/04,1976,04,-0.19481818181818183
1976/05,1976,05,-0.31663636363636366
1976/06,1976,06,-0.25018181818181817
1976/07,1976,07,-0.1824545454545455
1976/08,1976,08,-0.20190909090909093
1976/09,1976,09,-0.16163636363636363
1976/10,1976,10,-0.31645454545454543
1976/11,1976,11,-0.17881818181818182
1976/12,1976,12,-0.08663636363636364
1977/01,1977,01,-0.07454545454545453
1977/02,1977,02,0.07663636363636363
1977/03,1977,03,0.10254545454545455
1977/04,1977,04,0.09409090909090909
1977/05,1977,05,0.07227272727272728
1977/06,1977,06,0.11309090909090909
1977/07,1977,07,0.06563636363636365
1977/08,1977,08,-0.00018181818181818197
1977/09,1977,09,0.03390909090909091
1977/10,1977,10,-0.004818181818181815
1977/11,1977,11,0.14136363636363639
1977/12,1977,12,-0.05054545454545455
1978/01,1978,01,0.01809090909090909
1978/02,1978,02,-0.03527272727272727
1978/03,1978,03,0.02881818181818182
1978/04,1978,04,-0.06063636363636364
1978/05,1978,05,-0.0838181818181818
1978/06,1978,06,-0.13454545454545455
1978/07,1978,07,-0.06581818181818182
1978/08,1978,08,-0.1840909090909091
1978/09,1978,09,-0.05327272727272727
1978/10,1978,10,-0.11154545454545456
1978/11,1978,11,0.047181818181818186
1978/12,1978,12,-0.09845454545454548
1979/01,1979,01,-0.028818181818181812
1979/02,1979,02,-0.13836363636363636
1979/03,1979,03,0.016
1979/04,1979,04,-0.04990909090909091
1979/05,1979,05,-0.03381818181818182
1979/06,1979,06,0.05763636363636364
1979/07,1979,07,0.05345454545454545
1979/08,1979,08,0.08227272727272728
1979/09,1979,09,0.0920909090909091
1979/10,1979,10,0.13345454545454546
1979/11,1979,11,0.14563636363636365
1979/12,1979,12,0.35445454545454547
1980/01,1980,01,0.13336363636363635
1980/02,1980,02,0.2161818181818182
1980/03,1980,03,0.06772727272727272
1980/04,1980,04,0.14254545454545456
1980/05,1980,05,0.14181818181818182
1980/06,1980,06,0.06945454545454545
1980/07,1980,07,0.061181818181818184
1980/08,1980,08,0.03736363636363637
1980/09,1980,09,0.03900000000000001
1980/10,1980,10,0.01009090909090909
1980/11,1980,11,0.12972727272727272
1980/12,1980,12,0.05336363636363636
1981/01,1981,01,0.328
1981/02,1981,02,0.19636363636363632
1981/03,1981,03,0.20672727272727273
1981/04,1981,04,0.12972727272727272
1981/05,1981,05,0.06554545454545455
1981/06,1981,06,0.12399999999999999
1981/07,1981,07,0.0881818181818182
1981/08,1981,08,0.12081818181818181
1981/09,1981,09,0.07090909090909091
1981/10,1981,10,0.003181818181818181
1981/11,1981,11,0.07236363636363637
1981/12,1981,12,0.2648181818181818
1982/01,1982,01,-0.04654545454545455
1982/02,1982,02,0.00490909090909091
1982/03,1982,03,-0.13
1982/04,1982,04,0.027363636363636368
1982/05,1982,05,0.03972727272727273
1982/06,1982,06,-0.05636363636363637
1982/07,1982,07,-0.017
1982/08,1982,08,-0.010636363636363638
1982/09,1982,09,0.07354545454545455
1982/10,1982,10,0.004454545454545453
1982/11,1982,11,-0.008818181818181817
1982/12,1982,12,0.24781818181818183
1983/01,1983,01,0.42654545454545456
1983/02,1983,02,0.3114545454545455
1983/03,1983,03,0.2121818181818182
1983/04,1983,04,0.1182727272727273
1983/05,1983,05,0.13681818181818184
1983/06,1983,06,0.13354545454545458
1983/07,1983,07,0.1511818181818182
1983/08,1983,08,0.199
1983/09,1983,09,0.18663636363636363
1983/10,1983,10,0.09781818181818182
1983/11,1983,11,0.25636363636363635
1983/12,1983,12,0.088
1984/01,1984,01,0.1182727272727273
1984/02,1984,02,0.013181818181818183
1984/03,1984,03,0.048363636363636366
1984/04,1984,04,-0.047000000000000014
1984/05,1984,05,0.0918181818181818
1984/06,1984,06,-0.014909090909090912
1984/07,1984,07,-0.037181818181818184
1984/08,1984,08,0.04045454545454546
1984/09,1984,09,0.031363636363636364
1984/10,1984,10,-0.022000000000000006
1984/11,1984,11,-0.11981818181818182
1984/12,1984,12,-0.27436363636363637
1985/01,1985,01,0.011545454545454546
1985/02,1985,02,-0.13372727272727275
1985/03,1985,03,-0.02672727272727273
1985/04,1985,04,-0.04145454545454546
1985/05,1985,05,-0.0034545454545454528
1985/06,1985,06,-0.06145454545454547
1985/07,1985,07,-0.060181818181818184
1985/08,1985,08,0.02581818181818182
1985/09,1985,09,-0.03209090909090909
1985/10,1985,10,0.017545454545454545
1985/11,1985,11,-0.07154545454545454
1985/12,1985,12,0.01290909090909091
1986/01,1986,01,0.12272727272727274
1986/02,1986,02,0.08936363636363637
1986/03,1986,03,0.073
1986/04,1986,04,0.07572727272727273
1986/05,1986,05,0.04390909090909092
1986/06,1986,06,0.04781818181818182
1986/07,1986,07,-0.004000000000000001
1986/08,1986,08,0.0014545454545454534
1986/09,1986,09,0.011454545454545455
1986/10,1986,10,0.06472727272727273
1986/11,1986,11,-0.005363636363636365
1986/12,1986,12,0.009090909090909092
1987/01,1987,01,0.11145454545454546
1987/02,1987,02,0.3004545454545455
1987/03,1987,03,0.021545454545454548
1987/04,1987,04,0.09472727272727273
1987/05,1987,05,0.14790909090909093
1987/06,1987,06,0.12763636363636363
1987/07,1987,07,0.2691818181818182
1987/08,1987,08,0.23618181818181816
1987/09,1987,09,0.27336363636363636
1987/10,1987,10,0.2047272727272727
1987/11,1987,11,0.19672727272727275
1987/12,1987,12,0.3215454545454545
1988/01,1988,01,0.3880909090909091
1988/02,1988,02,0.23218181818181824
1988/03,1988,03,0.26036363636363635
1988/04,1988,04,0.22290909090909095
1988/05,1988,05,0.20927272727272725
1988/06,1988,06,0.22063636363636363
1988/07,1988,07,0.17263636363636364
1988/08,1988,08,0.1751818181818182
1988/09,1988,09,0.18181818181818182
1988/10,1988,10,0.13881818181818184
1988/11,1988,11,0.028181818181818176
1988/12,1988,12,0.14581818181818182
1989/01,1989,01,0.011727272727272727
1989/02,1989,02,0.14836363636363636
1989/03,1989,03,0.13572727272727275
1989/04,1989,04,0.08009090909090909
1989/05,1989,05,0.07872727272727273
1989/06,1989,06,0.07500000000000001
1989/07,1989,07,0.15554545454545454
1989/08,1989,08,0.1760909090909091
1989/09,1989,09,0.14190909090909093
1989/10,1989,10,0.15245454545454548
1989/11,1989,11,0.061909090909090914
1989/12,1989,12,0.2002727272727273
1990/01,1990,01,0.21727272727272728
1990/02,1990,02,0.30654545454545457
1990/03,1990,03,0.5619090909090909
1990/04,1990,04,0.366
1990/05,1990,05,0.27772727272727277
1990/06,1990,06,0.2772727272727272
1990/07,1990,07,0.23154545454545453
1990/08,1990,08,0.24972727272727271
1990/09,1990,09,0.17836363636363634
1990/10,1990,10,0.33236363636363636
1990/11,1990,11,0.3195454545454546
1990/12,1990,12,0.2474545454545454
1991/01,1991,01,0.2885454545454545
1991/02,1991,02,0.2970909090909091
1991/03,1991,03,0.1981818181818182
1991/04,1991,04,0.38190909090909086
1991/05,1991,05,0.3032727272727272
1991/06,1991,06,0.3066363636363636
1991/07,1991,07,0.30727272727272736
1991/08,1991,08,0.2585454545454546
1991/09,1991,09,0.24309090909090908
1991/10,1991,10,0.19090909090909092
1991/11,1991,11,0.16136363636363638
1991/12,1991,12,0.11936363636363638
1992/01,1992,01,0.36772727272727274
1992/02,1992,02,0.31745454545454543
1992/03,1992,03,0.25727272727272726
1992/04,1992,04,0.13545454545454544
1992/05,1992,05,0.17236363636363639
1992/06,1992,06,0.13145454545454546
1992/07,1992,07,-0.016545454545454547
1992/08,1992,08,0.00754545454545455
1992/09,1992,09,-0.06354545454545456
1992/10,1992,10,-0.04881818181818182
1992/11,1992,11,-0.08399999999999999
1992/12,1992,12,0.08109090909090909
1993/01,1993,01,0.30827272727272725
1993/02,1993,02,0.2527272727272727
1993/03,1993,03,0.2382727272727273
1993/04,1993,04,0.1298181818181818
1993/05,1993,05,0.17736363636363636
1993/06,1993,06,0.17927272727272728
1993/07,1993,07,0.13136363636363635
1993/08,1993,08,0.09645454545454547
1993/09,1993,09,0.0710909090909091
1993/10,1993,10,0.1089090909090909
1993/11,1993,11,-0.03536363636363636
1993/12,1993,12,0.12772727272727272
1994/01,1994,01,0.1821818181818182
1994/02,1994,02,-0.04936363636363636
1994/03,1994,03,0.21963636363636363
1994/04,1994,04,0.20927272727272728
1994/05,1994,05,0.2673636363636364
1994/06,1994,06,0.2635454545454545
1994/07,1994,07,0.16999999999999996
1994/08,1994,08,0.18445454545454545
1994/09,1994,09,0.1926363636363636
1994/10,1994,10,0.31081818181818177
1994/11,1994,11,0.3130000000000001
1994/12,1994,12,0.243
1995/01,1995,01,0.42245454545454547
1995/02,1995,02,0.5996363636363636
1995/03,1995,03,0.3205454545454546
1995/04,1995,04,0.2847272727272727
1995/05,1995,05,0.2160909090909091
1995/06,1995,06,0.3139090909090909
1995/07,1995,07,0.3307272727272727
1995/08,1995,08,0.35609090909090907
1995/09,1995,09,0.26381818181818184
1995/10,1995,10,0.3346363636363636
1995/11,1995,11,0.323
1995/12,1995,12,0.1300909090909091
1996/01,1996,01,0.11627272727272729
1996/02,1996,02,0.32136363636363635
1996/03,1996,03,0.184
1996/04,1996,04,0.12754545454545455
1996/05,1996,05,0.22163636363636366
1996/06,1996,06,0.16781818181818184
1996/07,1996,07,0.21990909090909086
1996/08,1996,08,0.20563636363636364
1996/09,1996,09,0.10518181818181821
1996/10,1996,10,0.13127272727272726
1996/11,1996,11,0.14527272727272728
1996/12,1996,12,0.22936363636363638
1997/01,1997,01,0.21254545454545457
1997/02,1997,02,0.3114545454545455
1997/03,1997,03,0.34345454545454546
1997/04,1997,04,0.2654545454545455
1997/05,1997,05,0.28418181818181815
1997/06,1997,06,0.4120909090909091
1997/07,1997,07,0.3727272727272727
1997/08,1997,08,0.4400909090909092
1997/09,1997,09,0.4802727272727273
1997/10,1997,10,0.5583636363636363
1997/11,1997,11,0.5012727272727271
1997/12,1997,12,0.5017272727272728
1998/01,1998,01,0.4901818181818182
1998/02,1998,02,0.7623636363636362
1998/03,1998,03,0.548090909090909
1998/04,1998,04,0.6474545454545455
1998/05,1998,05,0.5800909090909092
1998/06,1998,06,0.591090909090909
1998/07,1998,07,0.6711818181818181
1998/08,1998,08,0.603
1998/09,1998,09,0.40009090909090905
1998/10,1998,10,0.4065454545454545
1998/11,1998,11,0.29772727272727273
1998/12,1998,12,0.4688181818181818
1999/01,1999,01,0.3464545454545454
1999/02,1999,02,0.5796363636363636
1999/03,1999,03,0.2248181818181818
1999/04,1999,04,0.3212727272727273
1999/05,1999,05,0.24290909090909094
1999/06,1999,06,0.2731818181818182
1999/07,1999,07,0.2867272727272727
1999/08,1999,08,0.228
1999/09,1999,09,0.30618181818181817
1999/10,1999,10,0.2529090909090909
1999/11,1999,11,0.2411818181818182
1999/12,1999,12,0.36727272727272725
2000/01,2000,01,0.22454545454545458
2000/02,2000,02,0.4476363636363638
2000/03,2000,03,0.3805454545454545
2000/04,2000,04,0.4783636363636364
2000/05,2000,05,0.2772727272727273
2000/06,2000,06,0.2706363636363636
2000/07,2000,07,0.26163636363636367
2000/08,2000,08,0.3537272727272727
2000/09,2000,09,0.31445454545454543
2000/10,2000,10,0.22636363636363638
2000/11,2000,11,0.1613636363636364
2000/12,2000,12,0.1548181818181818
2001/01,2001,01,0.35872727272727273
2001/02,2001,02,0.31936363636363635
2001/03,2001,03,0.5093636363636364
2001/04,2001,04,0.4614545454545455
2001/05,2001,05,0.41818181818181815
2001/06,2001,06,0.42045454545454536
2001/07,2001,07,0.46354545454545454
2001/08,2001,08,0.5045454545454544
2001/09,2001,09,0.433
2001/10,2001,10,0.42227272727272724
2001/11,2001,11,0.6147272727272726
2001/12,2001,12,0.3812727272727274
2002/01,2002,01,0.6555454545454545
2002/02,2002,02,0.7031818181818182
2002/03,2002,03,0.7010000000000001
2002/04,2002,04,0.4596363636363636
2002/05,2002,05,0.42672727272727273
2002/06,2002,06,0.47200000000000003
2002/07,2002,07,0.4907272727272728
2002/08,2002,08,0.45254545454545453
2002/09,2002,09,0.42672727272727273
2002/10,2002,10,0.41263636363636363
2002/11,2002,11,0.45172727272727276
2002/12,2002,12,0.324
2003/01,2003,01,0.600909090909091
2003/02,2003,02,0.45890909090909093
2003/03,2003,03,0.45036363636363635
2003/04,2003,04,0.4360909090909091
2003/05,2003,05,0.471909090909091
2003/06,2003,06,0.45509090909090905
2003/07,2003,07,0.47427272727272723
2003/08,2003,08,0.5493636363636365
2003/09,2003,09,0.5376363636363636
2003/10,2003,10,0.6139090909090908
2003/11,2003,11,0.45899999999999985
2003/12,2003,12,0.5872727272727272
2004/01,2004,01,0.5079090909090909
2004/02,2004,02,0.611909090909091
2004/03,2004,03,0.5319090909090909
2004/04,2004,04,0.4757272727272726
2004/05,2004,05,0.311
2004/06,2004,06,0.323
2004/07,2004,07,0.3583636363636364
2004/08,2004,08,0.39354545454545453
2004/09,2004,09,0.4394545454545455
2004/10,2004,10,0.46536363636363637
2004/11,2004,11,0.6051818181818182
2004/12,2004,12,0.3527272727272727
2005/01,2005,01,0.5501818181818181
2005/02,2005,02,0.3952727272727273
2005/03,2005,03,0.5651818181818181
2005/04,2005,04,0.6098181818181818
2005/05,2005,05,0.5167272727272727
2005/06,2005,06,0.5519090909090909
2005/07,2005,07,0.5450909090909091
2005/08,2005,08,0.5378181818181818
2005/09,2005,09,0.5753636363636363
2005/10,2005,10,0.6145454545454545
2005/11,2005,11,0.6281818181818182
2005/12,2005,12,0.4588181818181818
2006/01,2006,01,0.3849090909090909
2006/02,2006,02,0.57
2006/03,2006,03,0.4602727272727272
2006/04,2006,04,0.4055454545454546
2006/05,2006,05,0.4040909090909091
2006/06,2006,06,0.5189090909090909
2006/07,2006,07,0.4848181818181818
2006/08,2006,08,0.5339090909090909
2006/09,2006,09,0.5045454545454546
2006/10,2006,10,0.5706363636363636
2006/11,2006,11,0.5417272727272727
2006/12,2006,12,0.69
2007/01,2007,01,0.8289090909090909
2007/02,2007,02,0.5666363636363636
2007/03,2007,03,0.516
2007/04,2007,04,0.5849090909090908
2007/05,2007,05,0.4467272727272727
2007/06,2007,06,0.4206363636363637
2007/07,2007,07,0.43963636363636366
2007/08,2007,08,0.4390909090909091
2007/09,2007,09,0.45709090909090916
2007/10,2007,10,0.4690909090909091
2007/11,2007,11,0.392
2007/12,2007,12,0.3409090909090909
2008/01,2008,01,0.15772727272727274
2008/02,2008,02,0.23418181818181824
2008/03,2008,03,0.5571818181818182
2008/04,2008,04,0.32499999999999996
2008/05,2008,05,0.339
2008/06,2008,06,0.367
2008/07,2008,07,0.45109090909090904
2008/08,2008,08,0.4301818181818182
2008/09,2008,09,0.4081818181818182
2008/10,2008,10,0.5469090909090909
2008/11,2008,11,0.5281818181818182
2008/12,2008,12,0.3930909090909091
2009/01,2009,01,0.47845454545454547
2009/02,2009,02,0.4422727272727273
2009/03,2009,03,0.4020909090909091
2009/04,2009,04,0.5092727272727272
2009/05,2009,05,0.4400909090909091
2009/06,2009,06,0.5471818181818182
2009/07,2009,07,0.5358181818181817
2009/08,2009,08,0.5853636363636364
2009/09,2009,09,0.5685454545454545
2009/10,2009,10,0.5187272727272728
2009/11,2009,11,0.5509999999999999
2009/12,2009,12,0.4817272727272728
2010/01,2010,01,0.561
2010/02,2010,02,0.5918181818181819
2010/03,2010,03,0.6804545454545455
2010/04,2010,04,0.6873636363636364
2010/05,2010,05,0.5916363636363636
2010/06,2010,06,0.5868181818181818
2010/07,2010,07,0.6155454545454546
2010/08,2010,08,0.5374545454545454
2010/09,2010,09,0.449
2010/10,2010,10,0.49927272727272726
2010/11,2010,11,0.5925454545454546
2010/12,2010,12,0.3326363636363637
2011/01,2011,01,0.3169090909090909
2011/02,2011,02,0.32427272727272727
2011/03,2011,03,0.4196363636363636
2011/04,2011,04,0.4901818181818181
2011/05,2011,05,0.393
2011/06,2011,06,0.49500000000000005
2011/07,2011,07,0.5120909090909092
2011/08,2011,08,0.49
2011/09,2011,09,0.44881818181818184
2011/10,2011,10,0.45990909090909093
2011/11,2011,11,0.35409090909090907
2011/12,2011,12,0.4017272727272727
2012/01,2012,01,0.31
2012/02,2012,02,0.30090909090909085
2012/03,2012,03,0.3590909090909091
2012/04,2012,04,0.5732727272727272
2012/05,2012,05,0.5712727272727273
2012/06,2012,06,0.5575454545454547
2012/07,2012,07,0.5065454545454545
2012/08,2012,08,0.5342727272727273
2012/09,2012,09,0.5569090909090909
2012/10,2012,10,0.5565454545454546
2012/11,2012,11,0.5506363636363637
2012/12,2012,12,0.2690000000000001
2013/01,2013,01,0.4714545454545455
2013/02,2013,02,0.4958181818181819
2013/03,2013,03,0.4193636363636364
2013/04,2013,04,0.4483636363636363
2013/05,2013,05,0.525090909090909
2013/06,2013,06,0.5019090909090909
2013/07,2013,07,0.5176363636363637
2013/08,2013,08,0.5397272727272727
2013/09,2013,09,0.5464545454545454
2013/10,2013,10,0.5151818181818182
2013/11,2013,11,0.6602727272727272
2013/12,2013,12,0.5308181818181819
2014/01,2014,01,0.5342727272727273
2014/02,2014,02,0.32581818181818184
2014/03,2014,03,0.5838181818181818
2014/04,2014,04,0.6658181818181818
2014/05,2014,05,0.6073636363636364
2014/06,2014,06,0.625
2014/07,2014,07,0.5436363636363637
2014/08,2014,08,0.6752727272727274
2014/09,2014,09,0.6010000000000001
2014/10,2014,10,0.6354545454545454
2014/11,2014,11,0.5048181818181818
2014/12,2014,12,0.6537272727272728
2015/01,2015,01,0.706
2015/02,2015,02,0.6879090909090909
2015/03,2015,03,0.7071818181818182
2015/04,2015,04,0.6713636363636364
2015/05,2015,05,0.7100909090909091
2015/06,2015,06,0.7443636363636364
2015/07,2015,07,0.6965454545454546
2015/08,2015,08,0.7372727272727272
2015/09,2015,09,0.7972727272727272
2015/10,2015,10,0.8456363636363637
2015/11,2015,11,0.8410000000000001
2015/12,2015,12,1.022090909090909
2016/01,2016,01,0.9344545454545454
2016/02,2016,02,1.1101818181818182
2016/03,2016,03,1.1039090909090907
2016/04,2016,04,0.9360909090909093
2016/05,2016,05,0.7050909090909091
2016/06,2016,06,0.7446363636363635
2016/07,2016,07,0.7444545454545455
2016/08,2016,08,0.7875454545454545
2016/09,2016,09,0.729909090909091
2016/10,2016,10,0.6001818181818181
2016/11,2016,11,0.5537272727272726
2016/12,2016,12,0.6169999999999999
2017/01,2017,01,0.7398181818181818
2017/02,2017,02,0.8444545454545456
2017/03,2017,03,0.8732727272727271
2017/04,2017,04,0.7362727272727271
2017/05,2017,05,0.6581818181818182
2017/06,2017,06,0.641
2017/07,2017,07,0.6493636363636363
2017/08,2017,08,0.7121818181818182
2017/09,2017,09,0.5578181818181819
2017/10,2017,10,0.5711818181818181
2017/11,2017,11,0.5539090909090909
2017/12,2017,12,0.5971818181818183
2018/01,2018,01,0.5551818181818181
2018/02,2018,02,0.5290909090909092
2018/03,2018,03,0.6143636363636363
2018/04,2018,04,0.6265454545454546
2018/05,2018,05,0.5865454545454546
2018/06,2018,06,0.5750909090909091
2018/07,2018,07,0.5937272727272728
2018/08,2018,08,0.5847272727272728
2018/09,2018,09,0.5994545454545456
2018/10,2018,10,0.6791818181818181
2018/11,2018,11,0.5900000000000001
2018/12,2018,12,0.6362727272727272
2019/01,2019,01,0.7391818181818182
2019/02,2019,02,0.6629090909090909
2019/03,2019,03,0.872909090909091
2019/04,2019,04,0.779818181818182
2019/05,2019,05,0.609090909090909
2019/06,2019,06,0.7086363636363637
2019/07,2019,07,0.7051818181818181
2019/08,2019,08,0.7170909090909091
2019/09,2019,09,0.7140000000000001
2019/10,2019,10,0.7542727272727273
2019/11,2019,11,0.6931818181818182
2019/12,2019,12,0.8778181818181818
2020/01,2020,01,0.9815454545454546
2020/02,2020,02,1.0022727272727272
2020/03,2020,03,1.0162727272727272
2020/04,2020,04,0.8001818181818181
2020/05,2020,05,0.7136363636363636
2020/06,2020,06,0.6836363636363637
2020/07,2020,07,0.6952727272727273
2020/08,2020,08,0.7339999999999999
2020/09,2020,09,0.7153636363636364
2020/10,2020,10,0.6190909090909091
2020/11,2020,11,0.762
2020/12,2020,12,0.5151818181818181
2021/01,2021,01,0.5371818181818182
2021/02,2021,02,0.493090909090909
2021/03,2021,03,0.6337272727272727
2021/04,2021,04,0.5986363636363637
2021/05,2021,05,0.6266363636363635
2021/06,2021,06,0.6696363636363636
