date,year,mo,meanTemp
1908/11,1908,11,-0.5981818181818181
1908/12,1908,12,-0.5684545454545454
1909/01,1909,01,-0.5777272727272728
1909/02,1909,02,-0.5339999999999999
1909/03,1909,03,-0.6899090909090909
1909/04,1909,04,-0.6029090909090908
1909/05,1909,05,-0.5898181818181817
1909/06,1909,06,-0.5148181818181818
1909/07,1909,07,-0.5744545454545456
1909/08,1909,08,-0.31736363636363635
1909/09,1909,09,-0.39945454545454545
1909/10,1909,10,-0.482
1909/11,1909,11,-0.4235454545454546
1909/12,1909,12,-0.5910909090909091
1910/01,1910,01,-0.3529090909090909
1910/02,1910,02,-0.5160909090909093
1910/03,1910,03,-0.48718181818181827
1910/04,1910,04,-0.44954545454545464
1910/05,1910,05,-0.47054545454545454
1910/06,1910,06,-0.48454545454545456
1910/07,1910,07,-0.4642727272727274
1910/08,1910,08,-0.4394545454545455
1910/09,1910,09,-0.44190909090909086
1910/10,1910,10,-0.48381818181818176
1910/11,1910,11,-0.6540909090909092
1910/12,1910,12,-0.6670909090909092
1911/01,1911,01,-0.5548181818181818
1911/02,1911,02,-0.7561818181818182
1911/03,1911,03,-0.6991818181818181
1911/04,1911,04,-0.7143636363636364
1911/05,1911,05,-0.6045454545454546
1911/06,1911,06,-0.5685454545454546
1911/07,1911,07,-0.5099090909090909
1911/08,1911,08,-0.5018181818181818
1911/09,1911,09,-0.512
1911/10,1911,10,-0.46509090909090917
1911/11,1911,11,-0.375
1911/12,1911,12,-0.29500000000000004
1912/01,1912,01,-0.3612727272727272
1912/02,1912,02,-0.2907272727272728
1912/03,1912,03,-0.38445454545454544
1912/04,1912,04,-0.3406363636363637
1912/05,1912,05,-0.37945454545454543
1912/06,1912,06,-0.31336363636363634
1912/07,1912,07,-0.4530909090909091
1912/08,1912,08,-0.5584545454545454
1912/09,1912,09,-0.5588181818181819
1912/10,1912,10,-0.6428181818181817
1912/11,1912,11,-0.5191818181818181
1912/12,1912,12,-0.4846363636363636
1913/01,1913,01,-0.4521818181818182
1913/02,1913,02,-0.509090909090909
1913/03,1913,03,-0.5360909090909091
1913/04,1913,04,-0.42918181818181816
1913/05,1913,05,-0.5159090909090909
1913/06,1913,06,-0.5060909090909091
1913/07,1913,07,-0.4314545454545455
1913/08,1913,08,-0.391
1913/09,1913,09,-0.4281818181818183
1913/10,1913,10,-0.4258181818181818
1913/11,1913,11,-0.2661818181818182
1913/12,1913,12,-0.2302727272727273
1914/01,1914,01,-0.07963636363636363
1914/02,1914,02,-0.21372727272727274
1914/03,1914,03,-0.3245454545454545
1914/04,1914,04,-0.38927272727272727
1914/05,1914,05,-0.286090909090909
1914/06,1914,06,-0.2829090909090909
1914/07,1914,07,-0.328
1914/08,1914,08,-0.21563636363636363
1914/09,1914,09,-0.2560909090909091
1914/10,1914,10,-0.14627272727272728
1914/11,1914,11,-0.18472727272727268
1914/12,1914,12,-0.24945454545454548
1915/01,1915,01,-0.11272727272727273
1915/02,1915,02,-0.04709090909090909
1915/03,1915,03,-0.18709090909090909
1915/04,1915,04,-0.04472727272727274
1915/05,1915,05,-0.20127272727272727
1915/06,1915,06,-0.2169090909090909
1915/07,1915,07,-0.09863636363636363
1915/08,1915,08,-0.06672727272727273
1915/09,1915,09,-0.13
1915/10,1915,10,-0.25381818181818183
1915/11,1915,11,-0.13772727272727273
1915/12,1915,12,-0.2526363636363636
1916/01,1916,01,-0.23390909090909096
1916/02,1916,02,-0.18336363636363637
1916/03,1916,03,-0.40418181818181814
1916/04,1916,04,-0.33709090909090905
1916/05,1916,05,-0.35490909090909084
1916/06,1916,06,-0.4728181818181818
1916/07,1916,07,-0.3766363636363637
1916/08,1916,08,-0.34281818181818186
1916/09,1916,09,-0.33581818181818185
1916/10,1916,10,-0.3954545454545455
1916/11,1916,11,-0.5743636363636363
1916/12,1916,12,-0.6285454545454545
1917/01,1917,01,-0.6793636363636364
1917/02,1917,02,-0.7655454545454545
1917/03,1917,03,-0.8307272727272725
1917/04,1917,04,-0.47627272727272735
1917/05,1917,05,-0.6663636363636365
1917/06,1917,06,-0.3577272727272727
1917/07,1917,07,-0.12209090909090912
1917/08,1917,08,-0.22545454545454546
1917/09,1917,09,-0.12545454545454546
1917/10,1917,10,-0.38572727272727275
1917/11,1917,11,-0.3855454545454545
1917/12,1917,12,-0.6355454545454544
1918/01,1918,01,-0.5023636363636363
1918/02,1918,02,-0.5153636363636364
1918/03,1918,03,-0.4432727272727273
1918/04,1918,04,-0.4875454545454545
1918/05,1918,05,-0.431
1918/06,1918,06,-0.32945454545454544
1918/07,1918,07,-0.33499999999999996
1918/08,1918,08,-0.35745454545454547
1918/09,1918,09,-0.24463636363636362
1918/10,1918,10,-0.09536363636363637
1918/11,1918,11,-0.049727272727272724
1918/12,1918,12,-0.23145454545454547
1919/01,1919,01,-0.10763636363636363
1919/02,1919,02,-0.08554545454545454
1919/03,1919,03,-0.30754545454545457
1919/04,1919,04,-0.07136363636363637
1919/05,1919,05,-0.25790909090909087
1919/06,1919,06,-0.25399999999999995
1919/07,1919,07,-0.3599090909090909
1919/08,1919,08,-0.33727272727272734
1919/09,1919,09,-0.24018181818181816
1919/10,1919,10,-0.2984545454545455
1919/11,1919,11,-0.5333636363636364
1919/12,1919,12,-0.45990909090909093
1920/01,1920,01,-0.23790909090909088
1920/02,1920,02,-0.43009090909090913
1920/03,1920,03,-0.11709090909090909
1920/04,1920,04,-0.26172727272727264
1920/05,1920,05,-0.2032727272727273
1920/06,1920,06,-0.21099999999999997
1920/07,1920,07,-0.28509090909090906
1920/08,1920,08,-0.23209090909090913
1920/09,1920,09,-0.14127272727272727
1920/10,1920,10,-0.23154545454545453
1920/11,1920,11,-0.28818181818181815
1920/12,1920,12,-0.35790909090909084
1921/01,1921,01,-0.14054545454545456
1921/02,1921,02,-0.18563636363636365
1921/03,1921,03,-0.24627272727272723
1921/04,1921,04,-0.2167272727272727
1921/05,1921,05,-0.20672727272727273
1921/06,1921,06,-0.12418181818181817
1921/07,1921,07,-0.14190909090909093
1921/08,1921,08,-0.28027272727272723
1921/09,1921,09,-0.16636363636363638
1921/10,1921,10,-0.14363636363636367
1921/11,1921,11,-0.30136363636363633
1921/12,1921,12,-0.14745454545454548
1922/01,1922,01,-0.3868181818181818
1922/02,1922,02,-0.27799999999999997
1922/03,1922,03,-0.26372727272727275
1922/04,1922,04,-0.2299090909090909
1922/05,1922,05,-0.3740909090909091
1922/06,1922,06,-0.32581818181818184
1922/07,1922,07,-0.22890909090909084
1922/08,1922,08,-0.3464545454545455
1922/09,1922,09,-0.28209090909090906
1922/10,1922,10,-0.32954545454545453
1922/11,1922,11,-0.2928181818181818
1922/12,1922,12,-0.3088181818181818
1923/01,1923,01,-0.2369090909090909
1923/02,1923,02,-0.4220909090909091
1923/03,1923,03,-0.40854545454545454
1923/04,1923,04,-0.35745454545454547
1923/05,1923,05,-0.3222727272727273
1923/06,1923,06,-0.2466363636363636
1923/07,1923,07,-0.35418181818181815
1923/08,1923,08,-0.3756363636363637
1923/09,1923,09,-0.328
1923/10,1923,10,-0.2698181818181818
1923/11,1923,11,-0.023363636363636364
1923/12,1923,12,-0.015181818181818185
1924/01,1924,01,-0.3141818181818181
1924/02,1924,02,-0.20554545454545456
1924/03,1924,03,-0.26818181818181813
1924/04,1924,04,-0.2790909090909091
1924/05,1924,05,-0.24836363636363634
1924/06,1924,06,-0.2171818181818182
1924/07,1924,07,-0.26490909090909087
1924/08,1924,08,-0.28263636363636363
1924/09,1924,09,-0.282
1924/10,1924,10,-0.31772727272727275
1924/11,1924,11,-0.36172727272727273
1924/12,1924,12,-0.5321818181818181
1925/01,1925,01,-0.40263636363636357
1925/02,1925,02,-0.30963636363636365
1925/03,1925,03,-0.22754545454545452
1925/04,1925,04,-0.2709090909090909
1925/05,1925,05,-0.2598181818181818
1925/06,1925,06,-0.2605454545454546
1925/07,1925,07,-0.21581818181818183
1925/08,1925,08,-0.12345454545454547
1925/09,1925,09,-0.19100000000000003
1925/10,1925,10,-0.3078181818181819
1925/11,1925,11,-0.06563636363636362
1925/12,1925,12,0.0010000000000000009
1926/01,1926,01,0.08436363636363638
1926/02,1926,02,-0.04218181818181817
1926/03,1926,03,-0.026636363636363646
1926/04,1926,04,-0.17254545454545453
1926/05,1926,05,-0.21881818181818183
1926/06,1926,06,-0.09172727272727271
1926/07,1926,07,-0.2402727272727273
1926/08,1926,08,-0.08781818181818181
1926/09,1926,09,-0.09745454545454547
1926/10,1926,10,-0.08736363636363637
1926/11,1926,11,-0.11190909090909092
1926/12,1926,12,-0.24681818181818185
1927/01,1927,01,-0.2597272727272727
1927/02,1927,02,-0.14654545454545456
1927/03,1927,03,-0.332
1927/04,1927,04,-0.25699999999999995
1927/05,1927,05,-0.26027272727272727
1927/06,1927,06,-0.24045454545454545
1927/07,1927,07,-0.14854545454545456
1927/08,1927,08,-0.1421818181818182
1927/09,1927,09,-0.13409090909090907
1927/10,1927,10,-0.03799999999999999
1927/11,1927,11,-0.1743636363636364
1927/12,1927,12,-0.42509090909090913
1928/01,1928,01,-0.052727272727272734
1928/02,1928,02,-0.13418181818181818
1928/03,1928,03,-0.342
1928/04,1928,04,-0.24981818181818183
1928/05,1928,05,-0.28345454545454546
1928/06,1928,06,-0.3404545454545454
1928/07,1928,07,-0.1660909090909091
1928/08,1928,08,-0.17109090909090907
1928/09,1928,09,-0.22
1928/10,1928,10,-0.15981818181818183
1928/11,1928,11,-0.15618181818181817
1928/12,1928,12,-0.24281818181818188
1929/01,1929,01,-0.48699999999999993
1929/02,1929,02,-0.6711818181818181
1929/03,1929,03,-0.40490909090909094
1929/04,1929,04,-0.38990909090909087
1929/05,1929,05,-0.39236363636363636
1929/06,1929,06,-0.3537272727272727
1929/07,1929,07,-0.35827272727272724
1929/08,1929,08,-0.18445454545454545
1929/09,1929,09,-0.2632727272727273
1929/10,1929,10,-0.17581818181818182
1929/11,1929,11,-0.07336363636363635
1929/12,1929,12,-0.49063636363636365
1930/01,1930,01,-0.32790909090909093
1930/02,1930,02,-0.2888181818181818
1930/03,1930,03,-0.14581818181818185
1930/04,1930,04,-0.20190909090909093
1930/05,1930,05,-0.20345454545454544
1930/06,1930,06,-0.16563636363636366
1930/07,1930,07,-0.12136363636363635
1930/08,1930,08,-0.052
1930/09,1930,09,-0.07972727272727273
1930/10,1930,10,-0.08600000000000002
1930/11,1930,11,0.07536363636363637
1930/12,1930,12,-0.084
1931/01,1931,01,-0.007727272727272732
1931/02,1931,02,-0.16381818181818183
1931/03,1931,03,-0.119
1931/04,1931,04,-0.18163636363636362
1931/05,1931,05,-0.1680909090909091
1931/06,1931,06,-0.04100000000000001
1931/07,1931,07,0.0026363636363636337
1931/08,1931,08,-0.04872727272727273
1931/09,1931,09,-0.0499090909090909
1931/10,1931,10,-0.04236363636363637
1931/11,1931,11,-0.15509090909090908
1931/12,1931,12,-0.10981818181818181
1932/01,1932,01,0.15663636363636363
1932/02,1932,02,-0.19736363636363638
1932/03,1932,03,-0.24081818181818182
1932/04,1932,04,-0.06936363636363635
1932/05,1932,05,-0.1719090909090909
1932/06,1932,06,-0.1918181818181818
1932/07,1932,07,-0.12763636363636363
1932/08,1932,08,-0.19281818181818186
1932/09,1932,09,-0.04045454545454546
1932/10,1932,10,-0.17263636363636364
1932/11,1932,11,-0.23709090909090905
1932/12,1932,12,-0.19809090909090907
1933/01,1933,01,-0.29554545454545456
1933/02,1933,02,-0.3253636363636364
1933/03,1933,03,-0.3442727272727273
1933/04,1933,04,-0.22218181818181817
1933/05,1933,05,-0.21490909090909094
1933/06,1933,06,-0.2618181818181818
1933/07,1933,07,-0.1841818181818182
1933/08,1933,08,-0.17445454545454545
1933/09,1933,09,-0.2368181818181818
1933/10,1933,10,-0.20199999999999999
1933/11,1933,11,-0.3195454545454546
1933/12,1933,12,-0.5357272727272727
1934/01,1934,01,-0.22663636363636364
1934/02,1934,02,-0.167
1934/03,1934,03,-0.39327272727272733
1934/04,1934,04,-0.25063636363636366
1934/05,1934,05,-0.08490909090909092
1934/06,1934,06,-0.04327272727272728
1934/07,1934,07,-0.0678181818181818
1934/08,1934,08,-0.05472727272727273
1934/09,1934,09,-0.10236363636363635
1934/10,1934,10,-0.08881818181818184
1934/11,1934,11,0.019363636363636364
1934/12,1934,12,-0.14663636363636365
1935/01,1935,01,-0.23463636363636364
1935/02,1935,02,0.10018181818181819
1935/03,1935,03,-0.22718181818181823
1935/04,1935,04,-0.27272727272727276
1935/05,1935,05,-0.24763636363636357
1935/06,1935,06,-0.18754545454545457
1935/07,1935,07,-0.14245454545454547
1935/08,1935,08,-0.15054545454545454
1935/09,1935,09,-0.14181818181818182
1935/10,1935,10,-0.07254545454545455
1935/11,1935,11,-0.3094545454545454
1935/12,1935,12,-0.28036363636363637
1936/01,1936,01,-0.3114545454545455
1936/02,1936,02,-0.3653636363636364
1936/03,1936,03,-0.3068181818181818
1936/04,1936,04,-0.2131818181818182
1936/05,1936,05,-0.16254545454545455
1936/06,1936,06,-0.1608181818181818
1936/07,1936,07,-0.02072727272727273
1936/08,1936,08,-0.04145454545454545
1936/09,1936,09,-0.108
1936/10,1936,10,-0.0034545454545454575
1936/11,1936,11,-0.07245454545454547
1936/12,1936,12,-0.019545454545454546
1937/01,1937,01,-0.13536363636363635
1937/02,1937,02,0.03809090909090909
1937/03,1937,03,-0.27572727272727277
1937/04,1937,04,-0.1342727272727273
1937/05,1937,05,-0.08590909090909092
1937/06,1937,06,-0.005818181818181816
1937/07,1937,07,0.054
1937/08,1937,08,0.0880909090909091
1937/09,1937,09,0.115
1937/10,1937,10,0.12254545454545453
1937/11,1937,11,0.0
1937/12,1937,12,-0.11827272727272727
1938/01,1938,01,0.012090909090909091
1938/02,1938,02,0.016272727272727272
1938/03,1938,03,0.06009090909090909
1938/04,1938,04,0.077
1938/05,1938,05,-0.09563636363636364
1938/06,1938,06,-0.060000000000000005
1938/07,1938,07,-0.044545454545454534
1938/08,1938,08,0.018272727272727277
1938/09,1938,09,0.05427272727272727
1938/10,1938,10,0.14363636363636362
1938/11,1938,11,0.018909090909090907
1938/12,1938,12,-0.30009090909090913
1939/01,1939,01,-0.06945454545454545
1939/02,1939,02,-0.04690909090909091
1939/03,1939,03,-0.26818181818181813
1939/04,1939,04,-0.10527272727272724
1939/05,1939,05,-0.03381818181818182
1939/06,1939,06,0.061090909090909085
1939/07,1939,07,0.04709090909090909
1939/08,1939,08,0.038272727272727264
1939/09,1939,09,-0.08027272727272726
1939/10,1939,10,-0.27781818181818185
1939/11,1939,11,-0.12909090909090912
1939/12,1939,12,0.2259090909090909
1940/01,1940,01,-0.19109090909090912
1940/02,1940,02,-0.04400000000000001
1940/03,1940,03,-0.11736363636363635
1940/04,1940,04,0.046636363636363636
1940/05,1940,05,0.017636363636363638
1940/06,1940,06,0.033909090909090916
1940/07,1940,07,0.14163636363636362
1940/08,1940,08,0.043818181818181805
1940/09,1940,09,0.12418181818181818
1940/10,1940,10,0.011363636363636366
1940/11,1940,11,-0.06799999999999999
1940/12,1940,12,0.1594545454545454
1941/01,1941,01,-0.09136363636363636
1941/02,1941,02,-0.016454545454545458
1941/03,1941,03,-0.13599999999999998
1941/04,1941,04,0.016545454545454547
1941/05,1941,05,-0.026000000000000002
1941/06,1941,06,0.11554545454545453
1941/07,1941,07,0.12036363636363637
1941/08,1941,08,0.023
1941/09,1941,09,-0.13618181818181815
1941/10,1941,10,0.21318181818181817
1941/11,1941,11,0.04827272727272727
1941/12,1941,12,0.09345454545454546
1942/01,1942,01,0.20509090909090907
1942/02,1942,02,-0.08881818181818181
1942/03,1942,03,-0.09372727272727271
1942/04,1942,04,-0.068
1942/05,1942,05,-0.02172727272727273
1942/06,1942,06,0.03190909090909091
1942/07,1942,07,-0.08263636363636363
1942/08,1942,08,-0.06936363636363635
1942/09,1942,09,0.00027272727272727295
1942/10,1942,10,-0.0870909090909091
1942/11,1942,11,-0.06836363636363635
1942/12,1942,12,-0.0033636363636363642
1943/01,1943,01,-0.2150909090909091
1943/02,1943,02,0.06772727272727273
1943/03,1943,03,-0.20609090909090907
1943/04,1943,04,-0.003727272727272728
1943/05,1943,05,-0.02072727272727273
1943/06,1943,06,-0.09645454545454545
1943/07,1943,07,0.0006363636363636394
1943/08,1943,08,-0.010818181818181817
1943/09,1943,09,-0.02663636363636365
1943/10,1943,10,0.225
1943/11,1943,11,0.011727272727272727
1943/12,1943,12,0.18736363636363637
1944/01,1944,01,0.28
1944/02,1944,02,0.12636363636363637
1944/03,1944,03,0.1329090909090909
1944/04,1944,04,0.04572727272727273
1944/05,1944,05,0.05563636363636364
1944/06,1944,06,0.14972727272727274
1944/07,1944,07,0.21827272727272726
1944/08,1944,08,0.2328181818181818
1944/09,1944,09,0.2913636363636364
1944/10,1944,10,0.20636363636363636
1944/11,1944,11,0.004363636363636362
1944/12,1944,12,-0.03854545454545455
1945/01,1945,01,-0.011636363636363634
1945/02,1945,02,-0.10318181818181818
1945/03,1945,03,-0.049818181818181824
1945/04,1945,04,0.165
1945/05,1945,05,-0.10990909090909091
1945/06,1945,06,-0.005454545454545454
1945/07,1945,07,-0.08563636363636364
1945/08,1945,08,0.3619090909090909
1945/09,1945,09,0.1592727272727273
1945/10,1945,10,0.1698181818181818
1945/11,1945,11,-0.013272727272727275
1945/12,1945,12,-0.20354545454545453
1946/01,1946,01,0.09472727272727273
1946/02,1946,02,0.039181818181818186
1946/03,1946,03,-0.06263636363636363
1946/04,1946,04,0.13854545454545455
1946/05,1946,05,-0.11281818181818183
1946/06,1946,06,-0.2544545454545455
1946/07,1946,07,-0.04172727272727273
1946/08,1946,08,-0.14972727272727274
1946/09,1946,09,-0.017
1946/10,1946,10,-0.04963636363636364
1946/11,1946,11,-0.09699999999999999
1946/12,1946,12,-0.36100000000000004
1947/01,1947,01,-0.11263636363636365
1947/02,1947,02,-0.17454545454545453
1947/03,1947,03,-0.06463636363636363
1947/04,1947,04,0.08918181818181818
1947/05,1947,05,-0.05863636363636364
1947/06,1947,06,0.0040909090909090895
1947/07,1947,07,-0.0015454545454545443
1947/08,1947,08,-0.04018181818181818
1947/09,1947,09,-0.06854545454545455
1947/10,1947,10,0.07127272727272728
1947/11,1947,11,0.04227272727272727
1947/12,1947,12,-0.17663636363636365
1948/01,1948,01,0.09045454545454547
1948/02,1948,02,-0.12236363636363635
1948/03,1948,03,-0.1763636363636364
1948/04,1948,04,-0.046454545454545464
1948/05,1948,05,0.09818181818181819
1948/06,1948,06,0.06972727272727273
1948/07,1948,07,-0.1020909090909091
1948/08,1948,08,-0.004090909090909095
1948/09,1948,09,-0.05763636363636364
1948/10,1948,10,0.025272727272727277
1948/11,1948,11,-0.06199999999999999
1948/12,1948,12,-0.19863636363636364
1949/01,1949,01,0.14981818181818182
1949/02,1949,02,-0.143
1949/03,1949,03,-0.1738181818181818
1949/04,1949,04,0.002454545454545454
1949/05,1949,05,-0.054636363636363636
1949/06,1949,06,-0.184
1949/07,1949,07,-0.09727272727272726
1949/08,1949,08,-0.043
1949/09,1949,09,-0.0799090909090909
1949/10,1949,10,-0.03263636363636364
1949/11,1949,11,-0.0838181818181818
1949/12,1949,12,-0.19063636363636363
1950/01,1950,01,-0.31699999999999995
1950/02,1950,02,-0.24718181818181817
1950/03,1950,03,-0.18
1950/04,1950,04,-0.1729090909090909
1950/05,1950,05,-0.09463636363636363
1950/06,1950,06,-0.07490909090909091
1950/07,1950,07,-0.040090909090909094
1950/08,1950,08,-0.11954545454545457
1950/09,1950,09,-0.10581818181818181
1950/10,1950,10,-0.12663636363636363
1950/11,1950,11,-0.39209090909090916
1950/12,1950,12,-0.2489090909090909
1951/01,1951,01,-0.3533636363636363
1951/02,1951,02,-0.4577272727272728
1951/03,1951,03,-0.2930909090909091
1951/04,1951,04,-0.10863636363636364
1951/05,1951,05,-0.015272727272727278
1951/06,1951,06,0.03318181818181818
1951/07,1951,07,0.04390909090909091
1951/08,1951,08,0.13718181818181818
1951/09,1951,09,0.0931818181818182
1951/10,1951,10,0.1378181818181818
1951/11,1951,11,-0.03654545454545455
1951/12,1951,12,0.18181818181818182
1952/01,1952,01,0.18472727272727274
1952/02,1952,02,0.1338181818181818
1952/03,1952,03,-0.13018181818181818
1952/04,1952,04,0.053818181818181814
1952/05,1952,05,0.034727272727272725
1952/06,1952,06,0.03963636363636364
1952/07,1952,07,0.10227272727272728
1952/08,1952,08,0.09290909090909093
1952/09,1952,09,0.10045454545454545
1952/10,1952,10,-0.005363636363636363
1952/11,1952,11,-0.18781818181818186
1952/12,1952,12,-0.060181818181818184
1953/01,1953,01,0.06336363636363636
1953/02,1953,02,0.14845454545454545
1953/03,1953,03,0.12763636363636366
1953/04,1953,04,0.1916363636363636
1953/05,1953,05,0.1380909090909091
1953/06,1953,06,0.1677272727272727
1953/07,1953,07,0.049727272727272724
1953/08,1953,08,0.0991818181818182
1953/09,1953,09,0.07872727272727274
1953/10,1953,10,0.07427272727272728
1953/11,1953,11,-0.06754545454545453
1953/12,1953,12,0.09272727272727276
1954/01,1954,01,-0.23663636363636364
1954/02,1954,02,-0.08327272727272726
1954/03,1954,03,-0.1509090909090909
1954/04,1954,04,-0.14463636363636365
1954/05,1954,05,-0.20536363636363636
1954/06,1954,06,-0.12509090909090909
1954/07,1954,07,-0.1961818181818182
1954/08,1954,08,-0.09336363636363637
1954/09,1954,09,-0.08427272727272726
1954/10,1954,10,-0.02827272727272727
1954/11,1954,11,0.021727272727272727
1954/12,1954,12,-0.23172727272727275
1955/01,1955,01,0.12454545454545456
1955/02,1955,02,-0.16472727272727272
1955/03,1955,03,-0.4050909090909091
1955/04,1955,04,-0.2461818181818182
1955/05,1955,05,-0.23327272727272727
1955/06,1955,06,-0.16136363636363635
1955/07,1955,07,-0.19754545454545458
1955/08,1955,08,-0.06136363636363637
1955/09,1955,09,-0.11336363636363637
1955/10,1955,10,-0.1647272727272727
1955/11,1955,11,-0.31627272727272726
1955/12,1955,12,-0.3360909090909091
1956/01,1956,01,-0.24700000000000005
1956/02,1956,02,-0.34354545454545454
1956/03,1956,03,-0.3145454545454545
1956/04,1956,04,-0.33490909090909093
1956/05,1956,05,-0.2810909090909091
1956/06,1956,06,-0.22999999999999998
1956/07,1956,07,-0.20609090909090907
1956/08,1956,08,-0.24990909090909083
1956/09,1956,09,-0.28236363636363637
1956/10,1956,10,-0.23281818181818184
1956/11,1956,11,-0.2627272727272727
1956/12,1956,12,-0.20790909090909093
1957/01,1957,01,-0.1662727272727273
1957/02,1957,02,-0.12872727272727272
1957/03,1957,03,-0.18681818181818183
1957/04,1957,04,-0.06372727272727273
1957/05,1957,05,0.04981818181818181
1957/06,1957,06,0.08154545454545456
1957/07,1957,07,0.0013636363636363648
1957/08,1957,08,0.09454545454545454
1957/09,1957,09,0.03863636363636364
1957/10,1957,10,-0.014545454545454545
1957/11,1957,11,0.05518181818181818
1957/12,1957,12,0.15345454545454545
1958/01,1958,01,0.2692727272727273
1958/02,1958,02,0.18563636363636363
1958/03,1958,03,0.0018181818181818197
1958/04,1958,04,0.03490909090909091
1958/05,1958,05,0.03227272727272727
1958/06,1958,06,-0.015000000000000003
1958/07,1958,07,0.04163636363636364
1958/08,1958,08,0.004181818181818183
1958/09,1958,09,-0.051181818181818176
1958/10,1958,10,0.015363636363636364
1958/11,1958,11,0.011727272727272727
1958/12,1958,12,0.030727272727272735
1959/01,1959,01,0.08863636363636364
1959/02,1959,02,0.034272727272727274
1959/03,1959,03,0.07881818181818182
1959/04,1959,04,0.045363636363636356
1959/05,1959,05,-0.00981818181818182
1959/06,1959,06,0.06236363636363637
1959/07,1959,07,0.030272727272727274
1959/08,1959,08,0.04609090909090909
1959/09,1959,09,0.04109090909090909
1959/10,1959,10,-0.03263636363636364
1959/11,1959,11,-0.11081818181818183
1959/12,1959,12,-0.06845454545454545
1960/01,1960,01,-0.031000000000000003
1960/02,1960,02,0.10536363636363637
1960/03,1960,03,-0.31309090909090914
1960/04,1960,04,-0.1762727272727273
1960/05,1960,05,-0.15609090909090909
1960/06,1960,06,-0.030000000000000006
1960/07,1960,07,-0.027727272727272722
1960/08,1960,08,0.006545454545454549
1960/09,1960,09,0.06436363636363636
1960/10,1960,10,-0.02672727272727273
1960/11,1960,11,-0.1488181818181818
1960/12,1960,12,0.14654545454545456
1961/01,1961,01,0.044272727272727276
1961/02,1961,02,0.17663636363636362
1961/03,1961,03,0.09363636363636364
1961/04,1961,04,0.09536363636363636
1961/05,1961,05,0.09072727272727274
1961/06,1961,06,0.109
1961/07,1961,07,0.020545454545454547
1961/08,1961,08,0.031909090909090915
1961/09,1961,09,-0.02881818181818182
1961/10,1961,10,-0.03445454545454545
1961/11,1961,11,-0.01954545454545455
1961/12,1961,12,-0.11681818181818183
1962/01,1962,01,0.05236363636363636
1962/02,1962,02,0.13481818181818184
1962/03,1962,03,0.02881818181818182
1962/04,1962,04,0.02336363636363636
1962/05,1962,05,-0.048272727272727266
1962/06,1962,06,-0.05327272727272727
1962/07,1962,07,0.018545454545454546
1962/08,1962,08,-0.0063636363636363664
1962/09,1962,09,-0.01690909090909091
1962/10,1962,10,0.04072727272727273
1962/11,1962,11,0.00872727272727273
1962/12,1962,12,-0.013909090909090911
1963/01,1963,01,-0.04709090909090909
1963/02,1963,02,0.14754545454545456
1963/03,1963,03,-0.14654545454545453
1963/04,1963,04,-0.06954545454545456
1963/05,1963,05,-0.02290909090909091
1963/06,1963,06,-0.033363636363636366
1963/07,1963,07,0.11272727272727273
1963/08,1963,08,0.12654545454545454
1963/09,1963,09,0.1272727272727273
1963/10,1963,10,0.22654545454545455
1963/11,1963,11,0.16445454545454544
1963/12,1963,12,-0.005909090909090909
1964/01,1964,01,-0.05318181818181818
1964/02,1964,02,-0.12772727272727272
1964/03,1964,03,-0.27481818181818185
1964/04,1964,04,-0.24390909090909088
1964/05,1964,05,-0.1777272727272727
1964/06,1964,06,-0.15927272727272726
1964/07,1964,07,-0.16936363636363636
1964/08,1964,08,-0.2550909090909091
1964/09,1964,09,-0.28118181818181814
1964/10,1964,10,-0.26627272727272727
1964/11,1964,11,-0.2944545454545454
1964/12,1964,12,-0.3528181818181818
1965/01,1965,01,-0.10472727272727272
1965/02,1965,02,-0.24754545454545454
1965/03,1965,03,-0.21600000000000003
1965/04,1965,04,-0.25290909090909086
1965/05,1965,05,-0.16054545454545452
1965/06,1965,06,-0.10963636363636366
1965/07,1965,07,-0.1806363636363636
1965/08,1965,08,-0.10372727272727272
1965/09,1965,09,-0.08681818181818182
1965/10,1965,10,-0.022818181818181817
1965/11,1965,11,-0.1289090909090909
1965/12,1965,12,-0.06509090909090909
1966/01,1966,01,-0.09400000000000003
1966/02,1966,02,-0.09263636363636364
1966/03,1966,03,-0.06627272727272727
1966/04,1966,04,-0.1049090909090909
1966/05,1966,05,-0.13727272727272727
1966/06,1966,06,0.038272727272727264
1966/07,1966,07,0.031181818181818186
1966/08,1966,08,-0.015000000000000006
1966/09,1966,09,-0.03781818181818181
1966/10,1966,10,-0.10236363636363638
1966/11,1966,11,-0.09463636363636364
1966/12,1966,12,-0.13863636363636364
1967/01,1967,01,-0.17145454545454544
1967/02,1967,02,-0.23590909090909093
1967/03,1967,03,-0.050272727272727274
1967/04,1967,04,-0.061909090909090914
1967/05,1967,05,0.07681818181818183
1967/06,1967,06,-0.08063636363636363
1967/07,1967,07,-0.06054545454545455
1967/08,1967,08,-0.060454545454545455
1967/09,1967,09,-0.09336363636363636
1967/10,1967,10,0.06245454545454546
1967/11,1967,11,-0.059000000000000004
1967/12,1967,12,-0.14745454545454545
1968/01,1968,01,-0.2419090909090909
1968/02,1968,02,-0.212
1968/03,1968,03,0.036636363636363634
1968/04,1968,04,-0.16827272727272724
1968/05,1968,05,-0.2178181818181818
